rate,conditioner,profile,source,relative_rms_error,peak_normalized_error,spectral_magnitude_relative_error,finite,peak_ratio,first_nonzero_shift_samples,engineering_latency_removed
44100,fir17-p16000-s18000,edge,AB,0.35514762370573366,0.41259256891129653,0.35515181393966605,True,0.9346708777897096,0,8
44100,fir17-p16000-s18000,overlap-reference,A1,0.0037663374382106434,0.008816208768163426,0.0037665121268043605,True,1.0001078754813513,0,8
44100,fir17-p16000-s18000,overlap-reference,B1,0.002305802308518244,0.011450738972586217,0.002305925118741787,True,1.000316832787307,0,8
44100,fir17-p16000-s18000,overlap-reference,AB,0.0037663305433734665,0.008816208768163426,0.0037665057549135473,True,1.0001078754813513,0,8
44100,fir17-p16000-s18000,sustained-edge,A1,0.19767670757903005,0.14891747119828624,0.1976803117143983,True,1.036150796253638,0,8
44100,fir17-p16000-s18000,sustained-edge,B1,0.6358114028343964,0.49748151591687273,0.6358145938534525,True,0.5025184840831273,0,8
44100,fir17-p16000-s18000,sustained-edge,AB,0.19767649465054288,0.14891747119828624,0.19768010043075745,True,1.036150796253638,0,8
44100,fir33-p16000-s18000,reference,A1,0.02660870971756165,0.07552952012524196,0.02660154582727513,True,1.0277089612450534,0,16
44100,fir33-p16000-s18000,reference,B1,0.002445701613828781,0.011204920348315769,0.002444899898592384,True,1.0013055719677675,0,16
44100,fir33-p16000-s18000,reference,AB,0.026574603460917945,0.07552952012524196,0.026567433719565305,True,1.0277089612450534,0,16
44100,fir33-p16000-s18000,edge,A1,0.38349047767765615,0.41296406519026163,0.38335647855176286,True,0.950839579016551,0,16
44100,fir33-p16000-s18000,edge,B1,0.7267025243163205,0.5262898493050746,0.726575185817131,True,0.4894701893561996,0,16
