rate,conditioner,order,pass_hz,stop_hz,latency_samples,latency_ms,pass_error_db,stop_max_db,response16_db,response18_db,response20_db,group_min_ms,group_max_ms,before_main_energy_fraction,after_main_energy_fraction,before_input_energy,ringing_span_ms,max_pole_radius,filter_screen_pass
48000,iir-p18000-s20000,21,18000,20000,0,0.0,0.10000000000001058,-63.124437064872545,-8.87109595298561e-08,-0.10000000000001058,-63.124437064872545,0.05279368397361369,0.6395541446043657,0.09276478232434163,0.5839877940173253,0.0,3.5833333333333335,0.9516609428969218,True
48000,fir17-p18000-s20000,16,18000,20000,8,0.16666666666666666,3.517942244494142,-9.546374149835383,-0.8092508686985027,-3.517942244494142,-9.546374149835383,0.16666666666606034,0.1666666666671972,0.07668008854310443,0.07668008854310443,0.0,0.3333333333333333,0.0,False
48000,fir33-p18000-s20000,32,18000,20000,16,0.3333333333333333,1.8410054353170804,-14.385766332246119,0.005616177428017225,-1.8410054353170804,-14.385766332246119,0.33333333333272697,0.333333333334546,0.09088435847274877,0.09088435847274878,0.0,0.6666666666666666,0.0,False
48000,fir65-p18000-s20000,64,18000,20000,32,0.6666666666666666,0.2689582324119518,-30.27776902509506,0.00019578330228961488,-0.2689582324119518,-30.27776902509506,0.6666666666654539,0.666666666669092,0.09763509369733685,0.09763509369733686,0.0,1.3333333333333333,0.0,False
48000,fir129-p18000-s20000,128,18000,20000,64,1.3333333333333333,0.0069997035352406395,-61.969917494605006,-0.0029882280428104183,-0.0069871759919778,-62.06753148703111,1.3333333333284827,1.333333333338184,0.10092759702122198,0.10092759702122198,0.0,2.6666666666666665,0.0,True
48000,iir-p18000-s23520,4,18000,23520.0,0,0.0,0.10000000000000081,-73.26677558414376,-0.007094705075484088,-0.10000000000000081,-2.45420525516443,0.007047199769159835,0.06041234565831625,0.31316741143783056,0.14303527980541422,0.0,0.9375,0.8287107670255548,True
48000,fir17-p18000-s23520,16,18000,23520.0,8,0.16666666666666666,1.0064673586964248,-16.324164858964604,-0.08236969317536737,-1.0064673586964248,-4.0351438595856575,0.16666666666636348,0.166666666667273,0.04048798107810208,0.04048798107810208,0.0,0.3333333333333333,0.0,False
48000,fir33-p18000-s23520,32,18000,23520.0,16,0.3333333333333333,0.011637536790036006,-54.6883400651582,0.001755750679439269,-0.001615689865584369,-2.550454202628814,0.33333333333272697,0.333333333334546,0.05425533985668232,0.05425533985668232,0.0,0.6666666666666666,0.0,False
48000,fir65-p18000-s23520,64,18000,23520.0,32,0.6666666666666666,0.005118445633398894,-62.538892204086764,-0.0016357206963242797,0.005118445633398894,-0.780263122495224,0.6666666666654539,0.666666666669092,0.06097754005247225,0.06097754005247225,0.0,1.3333333333333333,0.0,True
48000,fir129-p18000-s23520,128,18000,23520.0,64,1.3333333333333333,0.002359443232193362,-84.27550981556216,0.0016794407938705797,0.0019659357953273567,0.008843355935535691,1.3333333333284827,1.3333333333357587,0.06426318058509883,0.06426318058509886,0.0,2.6666666666666665,0.0,True
96000,iir-p16000-s18000,61,16000,18000,0,0.0,0.10000000000000765,-61.085177562457666,-0.10000000000000765,-61.085177562457666,-134.3923955380899,0.3397300459456313,1.0073003596465546,0.24678789679549823,0.6355621619730072,0.0,4.0625,0.9776140606470306,True
96000,fir17-p16000-s18000,16,16000,18000,8,0.08333333333333333,4.641501409255725,-7.635655276281616,-4.641501409255725,-7.635655276281616,-11.78344003364818,0.08333333333303017,0.08333333333348492,0.29285061849720423,0.29285061849720423,0.0,0.16666666666666666,0.0,False
96000,fir33-p16000-s18000,32,16000,18000,16,0.16666666666666666,3.515515595435572,-9.557234834305321,-3.515515595435572,-9.557234834305321,-20.984600623308708,0.16666666666636348,0.166666666667273,0.3090599854898817,0.3090599854898817,0.0,0.3333333333333333,0.0,False
96000,fir65-p16000-s18000,64,16000,18000,32,0.3333333333333333,1.8404689790493052,-14.391648926852493,-1.8404689790493052,-14.391648926852493,-61.429151842813,0.33333333333272697,0.333333333334546,0.3162491809090876,0.3162491809090876,0.0,0.6666666666666666,0.0,False
96000,fir129-p16000-s18000,128,16000,18000,64,0.6666666666666666,0.2699364028610587,-30.31519597225924,-0.2699364028610587,-30.31519597225924,-85.87692523406196,0.6666666666660603,0.6666666666678793,0.31964452530672705,0.31964452530672705,0.0,1.3333333333333333,0.0,False
96000,iir-p16000-s19000,41,16000,19000,0,0.0,0.09999999999999497,-60.613913993949055,-0.09999999999999497,-35.70505620609505,-84.97595531895733,0.22496644394681853,0.6146896527927007,0.31894038061534863,0.535004602383269,0.0,2.7604166666666665,0.966642828515195,True
96000,fir17-p16000-s19000,16,16000,19000,8,0.08333333333333333,4.047498874392618,-8.556123917053736,-4.047498874392618,-6.791654465641236,-10.624323564433904,0.08333333333303017,0.08333333333348492,0.28778743848781724,0.28778743848781724,0.0,0.16666666666666666,0.0,False
96000,fir33-p16000-s19000,32,16000,19000,16,0.16666666666666666,2.5830728469212216,-11.786643345334857,-2.5830728469212216,-7.644610308227962,-17.422085358018403,0.16666666666636348,0.166666666667273,0.3038825622029873,0.3038825622029873,0.0,0.3333333333333333,0.0,False
96000,fir65-p16000-s19000,64,16000,19000,32,0.3333333333333333,0.8102599942733778,-20.982845953791983,-0.8102599942733778,-9.552954729771217,-45.63368285417588,0.33333333333272697,0.333333333334546,0.31104801942426735,0.31104801942426735,0.0,0.6666666666666666,0.0,False
96000,fir129-p16000-s19000,128,16000,19000,64,0.6666666666666666,0.00899128808693004,-60.265171525196585,0.008223095756337407,-14.388520159501297,-66.93502458904656,0.6666666666654539,0.666666666669092,0.31443791653269854,0.3144379165326986,0.0,1.3333333333333333,0.0,True
96000,iir-p16000-s20000,31,16000,20000,0,0.0,0.1000000000000145,-60.26773927196987,-0.1000000000000145,-23.03489161324358,-60.26773927196987,0.16763009925989114,0.43160087849469164,0.2923239051435553,0.5322929747851749,0.0,2.0729166666666665,0.95582454400179,True
96000,fir17-p16000-s20000,16,16000,20000,8,0.08333333333333333,3.508661480315303,-9.551909459349298,-3.508661480315303,-6.015815927149083,-9.551909459349298,0.08333333333318174,0.0833333333336365,0.2827149252360643,0.2827149252360643,0.0,0.14583333333333334,0.0,False
96000,fir33-p16000-s20000,32,16000,20000,16,0.16666666666666666,1.8354129788043059,-14.384061908014061,-1.8354129788043059,-6.018883939395527,-14.384061908014061,0.16666666666636348,0.166666666667273,0.29870329109658655,0.29870329109658655,0.0,0.3125,0.0,False
96000,fir65-p16000-s20000,64,16000,20000,32,0.3333333333333333,0.26587791286122586,-30.327387232848015,-0.26587791286122586,-6.018963496567926,-30.327387232848015,0.33333333333272697,0.333333333334546,0.3058464287696013,0.3058464287696013,0.0,0.6458333333333334,0.0,False
96000,fir129-p16000-s20000,128,16000,20000,64,0.6666666666666666,0.006307017251198664,-62.31590181462093,-0.005139695822978277,-6.019680573726446,-62.37684763259432,0.6666666666654539,0.666666666669092,0.30923121041790813,0.30923121041790813,0.0,1.3125,0.0,True
96000,iir-p16000-s24000,16,16000,24000,0,0.0,0.09999999999999301,-60.01165791406698,-0.09999999999999301,-5.4391671863169355,-23.226116336518903,0.08183388386022043,0.18230885176122533,0.24909562143479524,0.4991193262238628,0.0,1.0729166666666667,0.9141331477308874,True
96000,fir17-p16000-s24000,16,16000,24000,8,0.08333333333333333,1.8417121180221916,-14.398191940216122,-1.8417121180221916,-3.5195075659222623,-6.0243478493561735,0.08333333333318174,0.0833333333336365,0.2623473686821685,0.2623473686821685,0.0,0.16666666666666666,0.0,False
96000,fir33-p16000-s24000,32,16000,24000,16,0.16666666666666666,0.27068957563394025,-30.271421978713704,-0.27068957563394025,-1.8375146414936696,-6.02204249360539,0.16666666666636348,0.166666666667273,0.27797074109310105,0.27797074109310105,0.0,0.3333333333333333,0.0,False
