rate,candidate,fixture,relative_rms_error,peak_normalized_error,spectral_magnitude_relative_error,finite,reference_convergence_relative_rms,reference_qualified,python_wall_seconds
48000,lagrange3,sine12000,0.09833827310465497,0.18075828958250564,0.05915571280872488,True,0.0,True,0.014714099990669638
48000,lagrange3,sine16000,0.2593871847015377,0.5128007724728443,0.13467679695714577,True,0.0,True,0.020771600014995784
48000,lagrange7,impulse,1.3479185111806358,0.8731268994808505,1.2589010547053199,True,3.404323791289585e-05,True,0.014737699995748699
48000,lagrange7,broadband,1.1599925490320666,2.539653573505892,0.892742225479983,True,2.569981371458344e-05,True,0.01649159999215044
48000,lagrange7,transient,0.024728623268130818,0.2569384575978774,0.02258460568300136,True,5.7431358094888775e-08,True,0.026738099986687303
48000,lagrange7,multitone,0.31677434000322974,0.566962466781208,0.29162239025492187,True,0.0,True,0.022964200004935265
48000,lagrange7,sine4000,3.121068195363981e-05,8.279041880999318e-05,1.366699709317196e-05,True,0.0,True,0.023583500005770475
48000,lagrange7,sine8000,0.006343827159758657,0.01558915113512743,0.0060178268591011995,True,0.0,True,0.025523000018438324
48000,lagrange7,sine12000,0.10989459781116219,0.28214672065554114,0.06609357671850696,True,0.0,True,0.015244000009261072
48000,lagrange7,sine16000,0.6237964690451197,1.5375733331755717,0.5794490371828388,True,0.0,True,0.027017699991120026
48000,lagrange15,impulse,65.76961895356163,39.23118619752199,65.4039792662364,True,3.404323791289585e-05,True,0.12048819998744875
48000,lagrange15,broadband,72.4479749397138,174.9607602770831,72.1063323326363,True,2.569981371458344e-05,True,0.09902429999783635
48000,lagrange15,transient,1.0948284735606086,10.500310044358741,1.0860769191737134,True,5.7431358094888775e-08,True,0.10219939998933114
48000,lagrange15,multitone,7.7956099444080875,13.912693557441944,7.51231640991061,True,0.0,True,0.1265745999990031
48000,lagrange15,sine4000,5.559724879079565e-08,1.7256843508137613e-07,4.666065220408372e-08,True,0.0,True,0.13192449999041855
48000,lagrange15,sine8000,0.0021504173138899084,0.005985560666948008,0.001273948614486153,True,0.0,True,0.12006069999188185
48000,lagrange15,sine12000,0.5752428018119354,1.7645730424167694,0.42754787786194204,True,0.0,True,0.09301059998688288
48000,lagrange15,sine16000,15.578713531754298,43.201673546650035,15.016848275180271,True,0.0,True,0.09451590001117438
48000,farrow7-fir32,impulse,1.8095516392180766,0.5488798128022934,1.7549816000895497,True,3.404323791289585e-05,True,0.028208000003360212
48000,farrow7-fir32,broadband,1.9141896462192416,3.2568832908797463,1.7763896704533282,True,2.569981371458344e-05,True,0.02932669999427162
48000,farrow7-fir32,transient,0.03523752931872794,0.15577298300404172,0.029308928737811143,True,5.7431358094888775e-08,True,0.0270330999919679
48000,farrow7-fir32,multitone,0.03816046146460433,0.052693184327575165,0.027699537395977154,True,0.0,True,0.03187950002029538
48000,farrow7-fir32,sine4000,0.03172325954412271,0.04367512820822227,0.0194390740683945,True,0.0,True,0.027499099989654496
48000,farrow7-fir32,sine8000,0.025586024787420007,0.03174240002470386,0.010525934964540958,True,0.0,True,0.022938500012969598
48000,farrow7-fir32,sine12000,0.037207528470417715,0.05270558454259925,0.019459214858789327,True,0.0,True,0.041364200005773455
48000,farrow7-fir32,sine16000,0.052720668387520944,0.07395566854952944,0.04692383643124855,True,0.0,True,0.030937599978642538
48000,vfd-ls32,impulse,1.8095464510213515,0.5488784643861988,1.7549762809924987,True,3.404323791289585e-05,True,0.02586419999715872
48000,vfd-ls32,broadband,1.9141816429299587,3.2568788088849714,1.776381813024711,True,2.569981371458344e-05,True,0.022887400002218783
48000,vfd-ls32,transient,0.03523752355172225,0.15577300659282486,0.02930890992699715,True,5.7431358094888775e-08,True,0.01994810000178404
48000,vfd-ls32,multitone,0.038160758929625956,0.05269362591969855,0.02770003575652625,True,0.0,True,0.02078259998233989
