rate,conditioner,kernel,profile,relative_rms_error,peak_normalized_error,spectral_magnitude_relative_error,finite,reference_convergence,implementation_nrms,implementation_peak_error,native_numerical_pass
96000,iir-p16000-s18000,hann-g8,reference,0.00012844602332688228,0.0001946947606663423,8.959407934331069e-05,True,7.2670917340580664e-12,1.9349845670994306e-09,4.614788484673137e-09,True
96000,iir-p16000-s18000,hann-g8,edge,0.0002874768671018665,0.0003072968537807473,0.0002729694014358651,True,3.773849371367473e-11,4.4442728792637385e-09,5.295992560679141e-09,True
96000,iir-p16000-s18000,hann-g8,overlap-reference,0.0003593714027271823,0.00038319637686789413,0.0003307076248554155,True,5.1580602162615255e-12,8.301520179801985e-10,8.638237878984095e-10,True
96000,iir-p16000-s18000,hann-g8,sustained-edge,0.00024109895164025068,0.00020014326253609444,0.00021100926681931644,True,2.8513650397801646e-11,3.804728637016852e-09,3.596791314286005e-09,True
96000,iir-p16000-s18000,kaiser-g8,reference,3.401705324701913e-05,3.707512687272999e-05,1.580283030953768e-05,True,7.2670917340580664e-12,1.9352700224721283e-09,4.628662779977569e-09,True
96000,iir-p16000-s18000,kaiser-g8,edge,5.7484790272188564e-05,6.332990290496414e-05,3.83971971607174e-05,True,3.773849371367473e-11,4.45828116065771e-09,5.313763286215611e-09,True
96000,iir-p16000-s18000,kaiser-g8,overlap-reference,3.286374230140835e-05,4.0075190705502095e-05,2.73161730385838e-05,True,5.1580602162615255e-12,8.308822654472402e-10,8.650324427539563e-10,True
96000,iir-p16000-s18000,kaiser-g8,sustained-edge,3.286717712287609e-05,3.1542732757753845e-05,2.6728944640338224e-05,True,2.8513650397801646e-11,3.805883536319343e-09,3.598184801676751e-09,True
96000,iir-p16000-s19000,hann-g8,reference,0.00012864377181103095,0.0001789813613156698,8.90874633529682e-05,True,7.594522252085228e-12,1.9814216179286406e-09,4.526374782146736e-09,True
96000,iir-p16000-s19000,hann-g8,edge,0.00028190747720417095,0.00027288699470888824,0.0002650839764863373,True,3.396529249406399e-11,4.793713573909724e-09,6.339769910403611e-09,True
96000,iir-p16000-s19000,hann-g8,overlap-reference,0.0003566928470335175,0.000364946167068799,0.00032817939504982684,True,6.123265954006744e-12,8.386229954250357e-10,9.352866781053284e-10,True
96000,iir-p16000-s19000,hann-g8,sustained-edge,0.00025411637537286905,0.00020272568204757598,0.00022383582596574852,True,3.0932654048414045e-11,3.9421187079066535e-09,3.621435520684017e-09,True
96000,iir-p16000-s19000,kaiser-g8,reference,3.442752097306295e-05,3.4250587433687e-05,1.5852700187385014e-05,True,7.594522252085228e-12,1.978734771265032e-09,4.524888720678739e-09,True
96000,iir-p16000-s19000,kaiser-g8,edge,5.7736860834371726e-05,6.159598667453663e-05,3.791485215978789e-05,True,3.396529249406399e-11,4.806293328338129e-09,6.347228952350908e-09,True
96000,iir-p16000-s19000,kaiser-g8,overlap-reference,3.330832871393495e-05,4.018163694077358e-05,2.772151556406101e-05,True,6.123265954006744e-12,8.388350170235737e-10,9.343675267103878e-10,True
96000,iir-p16000-s19000,kaiser-g8,sustained-edge,3.298607713141289e-05,3.324388638870074e-05,2.6882370815590623e-05,True,3.0932654048414045e-11,3.9426585530330435e-09,3.6082791800964537e-09,True
96000,fir129-p16000-s19000,hann-g8,reference,0.00012908197156873203,0.00018023835528588683,8.889711009166938e-05,True,1.3061950141081633e-10,2.1361747033382887e-09,4.4489145531215256e-09,True
96000,fir129-p16000-s19000,hann-g8,edge,0.00027348002655973617,0.00021645865027669026,0.0002510808782731327,True,3.170485361840809e-10,4.796991402716731e-09,6.207527401823106e-09,True
96000,fir129-p16000-s19000,hann-g8,overlap-reference,0.0003513319445946906,0.00036169904998016366,0.00032309827451735044,True,2.4196413520718424e-11,8.490774582228327e-10,1.1682180408789399e-09,True
96000,fir129-p16000-s19000,hann-g8,sustained-edge,0.0002893825784529508,0.00033990879850151495,0.000259477411786657,True,9.885658897392735e-11,4.094412352415912e-09,3.870414609234993e-09,True
96000,fir129-p16000-s19000,kaiser-g8,reference,3.517185886348507e-05,3.51434672343993e-05,1.596490939120623e-05,True,1.3061950141081633e-10,2.135176524099593e-09,4.453435222902978e-09,True
96000,fir129-p16000-s19000,kaiser-g8,edge,5.759513092389907e-05,5.9151186235837194e-05,3.689615901863124e-05,True,3.170485361840809e-10,4.805078229376265e-09,6.215640580275721e-09,True
96000,fir129-p16000-s19000,kaiser-g8,overlap-reference,3.41650201575851e-05,4.015341508034832e-05,2.8488719853141047e-05,True,2.4196413520718424e-11,8.494695153498668e-10,1.1760255066644095e-09,True
96000,fir129-p16000-s19000,kaiser-g8,sustained-edge,3.317132252612177e-05,2.7496703604616098e-05,2.7071941741278532e-05,True,9.885658897392735e-11,4.097410694471533e-09,3.890899914428567e-09,True
96000,iir-p16000-s20000,hann-g8,reference,0.0001290433323736589,0.00018862024962960005,8.932611692697082e-05,True,9.033582593956292e-12,1.8083393771002223e-09,3.9507282967858825e-09,True
96000,iir-p16000-s20000,hann-g8,edge,0.0002814314630907406,0.0002915807433880525,0.00026312312118763413,True,3.8116749720123076e-11,4.904393174513347e-09,6.956448967631655e-09,True
96000,iir-p16000-s20000,hann-g8,overlap-reference,0.0003553706606817094,0.0003648986742701157,0.00032692708809496017,True,6.9489714558101344e-12,8.397896185913175e-10,9.174163606088181e-10,True
96000,iir-p16000-s20000,hann-g8,sustained-edge,0.00026724684026755335,0.0002557620427876574,0.00023685643271042866,True,3.228749580636957e-11,3.903857587606552e-09,3.6163139611789294e-09,True
96000,iir-p16000-s20000,kaiser-g8,reference,3.462315055945365e-05,3.453953229091395e-05,1.5878758861835972e-05,True,9.033582593956292e-12,1.81055682311224e-09,3.9689477781633315e-09,True
96000,iir-p16000-s20000,kaiser-g8,edge,5.772761072329437e-05,6.364569645916999e-05,3.76267909475922e-05,True,3.8116749720123076e-11,4.916512302438171e-09,6.97016376247533e-09,True
96000,iir-p16000-s20000,kaiser-g8,overlap-reference,3.352862287484235e-05,4.035224053843089e-05,2.792042207837564e-05,True,6.9489714558101344e-12,8.399407427091127e-10,9.173674223001403e-10,True
96000,iir-p16000-s20000,kaiser-g8,sustained-edge,3.3009629989190205e-05,3.393555963578992e-05,2.691283797685922e-05,True,3.228749580636957e-11,3.906558863365769e-09,3.6046705794918135e-09,True
96000,fir129-p16000-s20000,hann-g8,reference,0.0001305168149879045,0.00018454597872690726,9.069750422001131e-05,True,8.448154243459039e-11,2.1419095753709214e-09,4.507945733598461e-09,True
96000,fir129-p16000-s20000,hann-g8,edge,0.0002826645021070898,0.00021942777048310108,0.0002592346410588244,True,2.0588520054620764e-10,4.821601011729367e-09,6.047877273617213e-09,True
96000,fir129-p16000-s20000,hann-g8,overlap-reference,0.0003515128450329601,0.00036396964722930933,0.00032326262171161865,True,1.6033340305879006e-11,8.561313041426417e-10,1.199628326183657e-09,True
96000,fir129-p16000-s20000,hann-g8,sustained-edge,0.00031769395482439026,0.0004148768967661997,0.0002876097535426665,True,7.018564931160607e-11,4.171299778279719e-09,4.092246845059331e-09,True
96000,fir129-p16000-s20000,kaiser-g8,reference,3.5168573058849945e-05,3.528613619057011e-05,1.5965364682728423e-05,True,8.448154243459039e-11,2.1409591024894726e-09,4.512579964364033e-09,True
96000,fir129-p16000-s20000,kaiser-g8,edge,5.7401257564864986e-05,5.71482316956866e-05,3.676440143576843e-05,True,2.0588520054620764e-10,4.829852128964253e-09,6.056664115930542e-09,True
96000,fir129-p16000-s20000,kaiser-g8,overlap-reference,3.4164604472064674e-05,4.0162707949317305e-05,2.8487849886723115e-05,True,1.6033340305879006e-11,8.56543943924667e-10,1.207854142344696e-09,True
96000,fir129-p16000-s20000,kaiser-g8,sustained-edge,3.3178091302363544e-05,2.7037925830314505e-05,2.7062444158794182e-05,True,7.018564931160607e-11,4.175444718658189e-09,4.129345037314499e-09,True
96000,iir-p16000-s24000,hann-g8,reference,0.00013073466342515124,0.00019434227853966447,9.11476275692408e-05,True,1.1888619821070437e-11,2.1087018672645656e-09,4.7940636266634054e-09,True
96000,iir-p16000-s24000,hann-g8,edge,0.0002873394882665496,0.0002702824105028457,0.00026580031917628795,True,3.973864140632043e-11,4.878109463918848e-09,6.808110796161259e-09,True
96000,iir-p16000-s24000,hann-g8,overlap-reference,0.00035351381142414447,0.00035074418785928515,0.00032515987442522645,True,8.054497989857623e-12,8.45815182473363e-10,1.0467308865787183e-09,True
96000,iir-p16000-s24000,hann-g8,sustained-edge,0.0003127766427477617,0.00039686723729025566,0.00028269232090527585,True,5.254043691175619e-11,4.140747840922206e-09,4.075733769455995e-09,True
96000,iir-p16000-s24000,kaiser-g8,reference,3.4907422711752384e-05,3.3866232833852646e-05,1.592115100807673e-05,True,1.1888619821070437e-11,2.1102843411137732e-09,4.799622766861802e-09,True
96000,iir-p16000-s24000,kaiser-g8,edge,5.751811957047107e-05,6.191643274708916e-05,3.7095161375500944e-05,True,3.973864140632043e-11,4.88808065213021e-09,6.82080948927889e-09,True
96000,iir-p16000-s24000,kaiser-g8,overlap-reference,3.385611634436711e-05,3.972916293669652e-05,2.821308382246621e-05,True,8.054497989857623e-12,8.463474855021494e-10,1.053624086005133e-09,True
96000,iir-p16000-s24000,kaiser-g8,sustained-edge,3.317547835872703e-05,2.9972537457880874e-05,2.7046151630224122e-05,True,5.254043691175619e-11,4.144915089519329e-09,4.099918018587284e-09,True
96000,fir65-p16000-s24000,hann-g8,reference,0.0001327555833000455,0.00018394736636724945,9.33611943151207e-05,True,2.21331195594464e-10,2.1557474111172575e-09,4.636970448685806e-09,True
96000,fir65-p16000-s24000,hann-g8,edge,0.00029506008146991907,0.00022744874309739785,0.0002699907055967963,True,5.299144132811565e-10,4.877329548555502e-09,5.512419544170921e-09,True
96000,fir65-p16000-s24000,hann-g8,overlap-reference,0.0003517605096343801,0.00036722840390111605,0.0003234829479241878,True,4.0799855851136627e-11,8.700155638909046e-10,1.2519134817601467e-09,True
96000,fir65-p16000-s24000,hann-g8,sustained-edge,0.0003629924000931181,0.0006047350989071941,0.00033331202777362514,True,1.6214815907784628e-10,4.321590650830435e-09,5.8287778794172325e-09,True
96000,fir65-p16000-s24000,kaiser-g8,reference,3.519724365868185e-05,3.660274953040256e-05,1.598033231498482e-05,True,2.21331195594464e-10,2.154859416310362e-09,4.641582049864075e-09,True
96000,fir65-p16000-s24000,kaiser-g8,edge,5.734574810281909e-05,4.918893226857012e-05,3.659859876197463e-05,True,5.299144132811565e-10,4.885748458173789e-09,5.492649505686497e-09,True
96000,fir65-p16000-s24000,kaiser-g8,overlap-reference,3.417130029178656e-05,4.038361666999009e-05,2.8490983262711184e-05,True,4.0799855851136627e-11,8.704317263727073e-10,1.2618437532644164e-09,True
96000,fir65-p16000-s24000,kaiser-g8,sustained-edge,3.39621554899284e-05,2.9044475959627137e-05,2.7759414282377466e-05,True,1.6214815907784628e-10,4.3283781844591504e-09,5.8856658711194066e-09,True
96000,fir129-p16000-s24000,hann-g8,reference,0.00013311861397666917,0.00018365368197019626,9.378827188904306e-05,True,4.0547287077364195e-11,2.158007974670061e-09,4.6572649108125055e-09,True
96000,fir129-p16000-s24000,hann-g8,edge,0.00029697192571822813,0.00023098181136963655,0.00027163996201716575,True,1.0490943626393351e-10,4.886115493276117e-09,5.498019321587013e-09,True
96000,fir129-p16000-s24000,hann-g8,overlap-reference,0.0003518012911951675,0.00036813635253469564,0.00032351867418494714,True,1.0255283187381447e-11,8.72391907899749e-10,1.2630299987075432e-09,True
96000,fir129-p16000-s24000,hann-g8,sustained-edge,0.00036924829032089056,0.000636959860131947,0.00033958203062740036,True,7.397938769251617e-11,4.346985149201721e-09,5.994919114470826e-09,True
96000,fir129-p16000-s24000,kaiser-g8,reference,3.519574295647615e-05,3.6728630613435024e-05,1.5976379873134143e-05,True,4.0547287077364195e-11,2.1571345036268186e-09,4.662071225866217e-09,True
96000,fir129-p16000-s24000,kaiser-g8,edge,5.7321175709717246e-05,4.8584957018149625e-05,3.65540117235966e-05,True,1.0490943626393351e-10,4.894565034061058e-09,5.4780131622572404e-09,True
96000,fir129-p16000-s24000,kaiser-g8,overlap-reference,3.4170511009076986e-05,4.0373662449006926e-05,2.8490138438123104e-05,True,1.0255283187381447e-11,8.728038378416204e-10,1.2731032531662134e-09,True
96000,fir129-p16000-s24000,kaiser-g8,sustained-edge,3.410449414738419e-05,2.9176420949433307e-05,2.7893465820343204e-05,True,7.397938769251617e-11,4.354175780419792e-09,6.054197438375144e-09,True
96000,iir-p18000-s19000,hann-g8,reference,0.0001358352727713444,0.00018729692483959308,0.00010157002565000318,True,1.091147905178318e-11,1.9039809859361567e-09,4.528432495240143e-09,True
96000,iir-p18000-s19000,hann-g8,edge,0.0003469099404491095,0.0003667708426170023,0.0003327692855062528,True,5.993455902662411e-11,4.88143484310175e-09,6.9693771347633394e-09,True
96000,iir-p18000-s19000,hann-g8,overlap-reference,0.00036629051207131495,0.00041744561685831346,0.00033716064981921507,True,9.016606429352388e-12,8.675959305321921e-10,9.08532321436893e-10,True
96000,iir-p18000-s19000,hann-g8,sustained-edge,0.0003438660626693085,0.0002953339123120055,0.0003111057839464212,True,4.429144420812224e-11,4.173106081492978e-09,3.867473691978507e-09,True
96000,iir-p18000-s20000,hann-g8,reference,0.0001345134540744106,0.00021966513152674524,9.704468390199248e-05,True,9.872769400514467e-12,2.0519533386957398e-09,4.913572667838473e-09,True
96000,iir-p18000-s20000,hann-g8,edge,0.00032073475815960653,0.0003142993620736501,0.0003018230090505602,True,3.5286261569814295e-11,5.032561578737022e-09,7.0933783991240315e-09,True
96000,iir-p18000-s20000,hann-g8,overlap-reference,0.00035929012794344063,0.0003697073738110566,0.00033060109995404415,True,9.393036125867076e-12,8.578206410778551e-10,1.0804108149294564e-09,True
96000,iir-p18000-s20000,hann-g8,sustained-edge,0.0003540293383793297,0.0003809469493965464,0.0003228939676217321,True,4.695796858119353e-11,4.2559405788497605e-09,3.720809667420616e-09,True
96000,iir-p18000-s24000,hann-g8,reference,0.0001336557375289311,0.00020312578046250904,9.475601474581485e-05,True,1.5517386946818977e-11,1.6959903896371143e-09,3.4041682557397423e-09,True
96000,iir-p18000-s24000,hann-g8,edge,0.0003044065686914645,0.0002439598826721726,0.0002811483008703332,True,4.5437553715032366e-11,4.890471779745534e-09,7.138268303387008e-09,True
96000,iir-p18000-s24000,hann-g8,overlap-reference,0.0003542896697071086,0.0003475593311074782,0.0003258776569108292,True,1.1274846980638734e-11,8.7054683980718e-10,1.135297360983353e-09,True
96000,iir-p18000-s24000,hann-g8,sustained-edge,0.0003658542945671298,0.0005838461623901999,0.00033580242201171443,True,7.454921866815271e-11,4.22288638870993e-09,4.578846976238276e-09,True
96000,fir129-p18000-s24000,hann-g8,reference,0.00013336107180892906,0.00018121845742282748,9.409262531629186e-05,True,1.0405888407454151e-10,2.1649409481884497e-09,4.664965050922679e-09,True
96000,fir129-p18000-s24000,hann-g8,edge,0.0002976812692156564,0.00023051800398585324,0.0002722943777180274,True,2.5181160695603115e-10,4.912490080466404e-09,5.638897256832146e-09,True
96000,fir129-p18000-s24000,hann-g8,overlap-reference,0.0003518133323383959,0.00036801174454637145,0.00032352984772810654,True,2.0109732140684316e-11,8.764781784015518e-10,1.287743167893172e-09,True
96000,fir129-p18000-s24000,hann-g8,sustained-edge,0.0003708285638478488,0.000639621029995431,0.0003411539523239417,True,9.26017257846848e-11,4.386127953540946e-09,6.102811895325769e-09,True
