source,role,case,mode,finite,partition_exact,difference_from_AB_rms,peak_linear,rms_linear,dc_left,dc_right,peak_dbfs,rms_dbfs,source_window_rms_dbfs,e_to_source_db,spectral_energy_centroid_hz,tail_energy,tail_energy_centroid_seconds,d1_min_path_m,d1_max_path_m,d1_max_speed_mps,d1_correction_rms,d1_drain_samples
intermodulation_response__two_tone.wav,canonical engineering diagnostic,B-L0.03,a1b1d1,True,True,3.752572557421828e-05,0.011862456798553467,0.00023642277583950632,2.4704022552896923e-08,2.4704022552896923e-08,-38.516507124058464,-72.52621375844197,-68.5468136717216,-49.297425256304024,4355.655617140141,0.0,0.0,0,0.014774806201457977,0.13892017543640223,3.7525725297127944e-05,4
stereo_isolation__channel_probe.wav,canonical engineering diagnostic,AB,a1b1,True,True,0.0,0.017504515126347542,0.00022865534703874531,-2.1017373537903884e-08,1.1554738842075859e-07,-35.13699829308683,-72.81637276628969,-68.2299942760332,-48.16819354945787,4254.249975567766,0.0,0.0,,,,,
stereo_isolation__channel_probe.wav,canonical engineering diagnostic,AB-D0,a1b1d,True,True,0.008586768184061311,0.047218114137649536,0.008589285542698286,-2.7298206778075416e-08,1.1504027100641722e-07,-26.517827247292296,-41.320859186164654,-36.73448069590816,-16.672679969332833,442.22805752722394,0.0,0.0,,,,,
stereo_isolation__channel_probe.wav,canonical engineering diagnostic,B-L0.03,a1b1d1,True,True,3.39587426572324e-05,0.017489882186055183,0.00022908089289654018,-2.1017839014995638e-08,1.1554691407259718e-07,-35.14426231942413,-72.80022265581495,-68.21384416555846,-48.15204343898313,4256.176985681911,0.0,0.0,0,0.014774806201457977,0.13892017543640223,3.3958742940376472e-05,4
transient_response__pitch_decay.wav,canonical engineering diagnostic,AB,a1b1,True,True,0.0,0.016439728438854218,0.0003520647917776277,-6.040344197864352e-07,-6.040344197864352e-07,-35.6821072133904,-69.06754808713612,-65.44206775130415,-41.80634091105584,2494.003901856003,0.0,0.0,,,,,
transient_response__pitch_decay.wav,canonical engineering diagnostic,AB-D0,a1b1d,True,True,0.007402146428901891,0.09356793761253357,0.007408012908113253,-6.551231316366963e-07,-6.551231316366963e-07,-20.577458859297323,-42.605965391756044,-38.98048505592408,-15.344758215675771,112.73555013981958,0.0,0.0,,,,,
transient_response__pitch_decay.wav,canonical engineering diagnostic,B-L0.03,a1b1d1,True,True,3.1953021294873875e-05,0.016434913501143456,0.0003519326776867484,-6.040384842444717e-07,-6.040384842444717e-07,-35.68465154637175,-69.07080812279321,-65.44532778696126,-41.80960094671295,2471.930377823182,0.0,0.0,0,0.014774806201457977,0.13892017543640223,3.1953021445503004e-05,4
zero_input__silence.wav,canonical engineering diagnostic,AB,a1b1,True,True,0.0,0.0,0.0,0.0,0.0,-240.0,-240.0,-240.0,0.0,0.0,0.0,0.0,,,,,
zero_input__silence.wav,canonical engineering diagnostic,AB-D0,a1b1d,True,True,0.0,0.0,0.0,0.0,0.0,-240.0,-240.0,-240.0,0.0,0.0,0.0,0.0,,,,,
zero_input__silence.wav,canonical engineering diagnostic,B-L0.03,a1b1d1,True,True,0.0,0.0,0.0,0.0,0.0,-240.0,-240.0,-240.0,0.0,0.0,0.0,0.0,0,0.014774806201457977,0.13892017543640223,0,4
zero_state_response__impulse.wav,canonical engineering diagnostic,AB,a1b1,True,True,0.0,0.0010780837619677186,1.7269614960699903e-05,-1.5229640632813037e-08,-1.5229640632813037e-08,-59.346949904559565,-95.25434690505789,-92.82396641819494,-33.99095364048366,1629.0401429331594,0.0,0.0,,,,,
zero_state_response__impulse.wav,canonical engineering diagnostic,AB-D0,a1b1d,True,True,0.00012146953698803103,0.05011872202157974,0.00012269102663592585,-1.5229427377960108e-08,-1.5229427377960108e-08,-26.00000023242929,-78.22374398996035,-75.79336350309742,-16.960350725386142,11730.918952451237,0.0,0.0,,,,,
zero_state_response__impulse.wav,canonical engineering diagnostic,B-L0.03,a1b1d1,True,True,7.658138961718431e-07,0.0010760186705738306,1.7270871281930083e-05,-1.522963690916929e-08,-1.522963690916929e-08,-59.363603858581435,-95.25371505132638,-92.82333456446344,-33.990321786752155,1628.9719908959873,0.0,0.0,0,0.014774806201457977,0.13892017543640223,7.6581388561268541e-07,4
