policy,rate,reference_rate,profile,source,stage,band_0_16000_spectral_nrms,band_0_16000_energy_ratio_db,band_16000_20000_spectral_nrms,band_16000_20000_energy_ratio_db,envelope_nrms,peak_envelope_time_delta_ms,acceptance
S2,48000,96000,overlap-reference,B1,D-ON,0.9949151822113259,5.998486575616599,1.819557278309984,8.99011644964901,0.9949243871235195,0,cross-rate listening pending; baseline source variation retained
S2,44100,96000,overlap-reference,AB,raw,11.07856143845089,20.941094121301408,0.7559751168641935,1.725677301144072,11.074826046116524,239,cross-rate listening pending; baseline source variation retained
S2,44100,96000,overlap-reference,AB,D-OFF,11.081526114845406,20.943420436938567,0.8255160634624226,2.412501374234999,11.082144116317776,239,cross-rate listening pending; baseline source variation retained
S2,44100,96000,overlap-reference,AB,D-ON,11.080002849787384,20.942136079356615,0.8322638135665482,2.4232644847700975,11.081194391129982,239,cross-rate listening pending; baseline source variation retained
S2,48000,96000,overlap-reference,AB,raw,14.511041460362739,23.273068161271677,0.7619842178097337,1.8390389768954085,14.57372297569133,182,cross-rate listening pending; baseline source variation retained
S2,48000,96000,overlap-reference,AB,D-OFF,14.514925509809684,23.27539435317749,0.8201248623656975,2.443817150840663,14.583140633175004,182,cross-rate listening pending; baseline source variation retained
S2,48000,96000,overlap-reference,AB,D-ON,14.515022240554353,23.27538276057977,0.830642832708783,2.45053483678771,14.583178543043239,182,cross-rate listening pending; baseline source variation retained
S2,44100,96000,sustained-edge,A1,raw,1.2503434153220636,3.466758895855888,0.6892390782344097,1.0568076529641495,1.608602798868341,238,cross-rate listening pending; baseline source variation retained
S2,44100,96000,sustained-edge,A1,D-OFF,1.2614577405535752,3.5469220395200134,0.7465375644105274,1.850530433979448,1.63506429980863,238,cross-rate listening pending; baseline source variation retained
S2,44100,96000,sustained-edge,A1,D-ON,1.2598845323447863,3.5465197690030004,0.7578560007230923,1.8465105433802855,1.632495490912097,238,cross-rate listening pending; baseline source variation retained
S2,48000,96000,sustained-edge,A1,raw,1.5583797861889668,5.0227701650903676,0.6586485165068745,0.5604879773980675,1.9378456993334285,182,cross-rate listening pending; baseline source variation retained
S2,48000,96000,sustained-edge,A1,D-OFF,1.5720397619506545,5.102558905785709,0.7000187833286721,1.3054975557570756,1.9744518215260378,182,cross-rate listening pending; baseline source variation retained
S2,48000,96000,sustained-edge,A1,D-ON,1.5729281308547787,5.100179745622164,0.7056636239647168,1.308171732779708,1.9742691595069397,182,cross-rate listening pending; baseline source variation retained
S2,44100,96000,sustained-edge,B1,raw,0.8178836667369361,5.121917513747346,1.2265950382671118,6.9383706691960185,1.1439019930996859,0,cross-rate listening pending; baseline source variation retained
S2,44100,96000,sustained-edge,B1,D-OFF,0.861048436994286,5.310667591538136,1.5132214516903446,7.978551036590016,1.3717430219659645,0,cross-rate listening pending; baseline source variation retained
S2,44100,96000,sustained-edge,B1,D-ON,0.8618400018223695,5.31441977331808,1.5134662062776973,7.979451763099105,1.3707682613733576,0,cross-rate listening pending; baseline source variation retained
S2,48000,96000,sustained-edge,B1,raw,0.7586390488781968,4.861440434214387,1.017926078822519,6.093882084119539,0.9865862158116327,0,cross-rate listening pending; baseline source variation retained
S2,48000,96000,sustained-edge,B1,D-OFF,0.7992474801592748,5.047002298628395,1.2505813748897259,7.033297801668414,1.149854923186558,0,cross-rate listening pending; baseline source variation retained
S2,48000,96000,sustained-edge,B1,D-ON,0.7999046965612678,5.050181487549359,1.2507461550167904,7.033949858140832,1.1498727688188,0,cross-rate listening pending; baseline source variation retained
S2,44100,96000,sustained-edge,AB,raw,1.2503439846720297,3.466767396195354,0.6892436375625207,1.056826110831948,1.6086007206226949,238,cross-rate listening pending; baseline source variation retained
S2,44100,96000,sustained-edge,AB,D-OFF,1.2614583111112645,3.546930526099268,0.7465427540140696,1.8505526609337883,1.635062472657722,238,cross-rate listening pending; baseline source variation retained
S2,44100,96000,sustained-edge,AB,D-ON,1.259885147932289,3.5465282526522266,0.7578602589821286,1.8465325011889981,1.6324933663483394,238,cross-rate listening pending; baseline source variation retained
S2,48000,96000,sustained-edge,AB,raw,1.558379998883143,5.022770093710493,0.6586395417468277,0.5604912683771488,1.937845694092858,182,cross-rate listening pending; baseline source variation retained
S2,48000,96000,sustained-edge,AB,D-OFF,1.5720399716690652,5.102558820963655,0.7000096047342472,1.305500934788878,1.9744518181770079,182,cross-rate listening pending; baseline source variation retained
S2,48000,96000,sustained-edge,AB,D-ON,1.5729280883356398,5.100179668414611,0.7056668266428874,1.3081743478950523,1.9742691560352763,182,cross-rate listening pending; baseline source variation retained
