rate,kernel,frequency_hz,relative_rms_error,peak_normalized_error,spectral_magnitude_relative_error,finite,core_pass
96000,lagrange-g32,4000.0,7.501911457934098e-13,3.210778866759169e-12,5.30802321424152e-13,True,True
96000,lagrange-g32,8000.0,1.5094104390046476e-12,6.42869093234938e-12,1.0553536594614841e-12,True,True
96000,lagrange-g32,12000.0,2.238721734982857e-12,9.907963343322143e-12,1.5782598773947744e-12,True,True
96000,lagrange-g32,16000.0,3.025669397476919e-12,1.2654932659941737e-11,2.149685557967904e-12,True,True
96000,lagrange-g32,18000.0,3.323566176240092e-12,1.2731649069174912e-11,2.361335754130377e-12,True,True
96000,lagrange-g32,20000.0,3.5648157904974515e-12,1.391119165673188e-11,2.506923954576671e-12,True,True
96000,hann-g32,1000.0,6.393303161399983e-06,9.002674446742442e-06,6.041468877165338e-06,True,True
96000,hann-g32,2000.0,6.382193526631917e-06,8.97238898923085e-06,6.044699040856554e-06,True,True
96000,hann-g32,4000.0,6.515934763047505e-06,9.093192684248459e-06,6.191591952042376e-06,True,True
96000,hann-g32,8000.0,6.697801274635147e-06,9.094101288720112e-06,6.412443494890635e-06,True,True
96000,hann-g32,12000.0,2.765322438849522e-06,3.0722925405696096e-06,2.287926991655603e-06,True,True
96000,hann-g32,16000.0,8.754127787394472e-06,1.2132237748258794e-05,8.120508510957353e-06,True,True
96000,hann-g32,18000.0,6.689086073865779e-06,7.663407567916285e-06,5.964171783742096e-06,True,True
96000,hann-g32,20000.0,9.832952557497137e-06,1.3425392560526167e-05,8.791410821486257e-06,True,True
96000,kaiser-g32,1000.0,2.606296529964046e-05,3.29028229901032e-05,2.5263736123485185e-05,True,True
96000,kaiser-g32,2000.0,2.5362906508887187e-05,3.188040385144167e-05,2.4565136796266795e-05,True,True
96000,kaiser-g32,4000.0,2.6839397437471763e-05,3.3700366365736e-05,2.606345021756311e-05,True,True
96000,kaiser-g32,8000.0,2.4041476985530164e-05,2.9190591679472063e-05,2.3287129602251578e-05,True,True
96000,kaiser-g32,12000.0,2.1397608094711035e-06,2.8444045429897885e-06,1.6310184933359184e-06,True,True
96000,kaiser-g32,16000.0,3.14969248594851e-05,4.02792963441543e-05,3.0087785522316866e-05,True,True
96000,kaiser-g32,18000.0,3.6409723556470948e-06,4.556453467883552e-06,3.0335450803587975e-06,True,True
96000,kaiser-g32,20000.0,2.0509728353315658e-05,2.4724184200934778e-05,1.9860412586656625e-05,True,True
96000,lagrange-g64,1000.0,1.8790339875738903e-13,8.392384010307902e-13,1.345375364323325e-13,True,True
96000,lagrange-g64,2000.0,3.756633505165404e-13,1.6634263416502697e-12,2.6816235797657624e-13,True,True
96000,lagrange-g64,4000.0,7.511752749270538e-13,3.223657453851862e-12,5.314033781595868e-13,True,True
96000,lagrange-g64,8000.0,1.5132641358726297e-12,6.4232230839365935e-12,1.0587470563165238e-12,True,True
96000,lagrange-g64,12000.0,2.2505455467265763e-12,9.885814393970456e-12,1.5864911841448576e-12,True,True
96000,lagrange-g64,16000.0,3.0328959435566142e-12,1.2694317821748409e-11,2.1550253072171307e-12,True,True
96000,lagrange-g64,18000.0,3.3324073201996197e-12,1.2753298418156518e-11,2.367612676721734e-12,True,True
96000,lagrange-g64,20000.0,3.5829148461411517e-12,1.3915084376215796e-11,2.5195491462504335e-12,True,True
96000,hann-g64,1000.0,7.974177013464066e-07,1.1230306393074011e-06,7.535175396648416e-07,True,True
96000,hann-g64,2000.0,8.016161031451055e-07,1.1267423268036398e-06,7.593719619054799e-07,True,True
96000,hann-g64,4000.0,8.069272455588553e-07,1.1266277019692538e-06,7.666698494603732e-07,True,True
96000,hann-g64,8000.0,8.544940312389852e-07,1.159086973236904e-06,8.181855298977105e-07,True,True
96000,hann-g64,12000.0,3.4579949896948735e-07,3.8417194188371925e-07,2.8610580088517243e-07,True,True
96000,hann-g64,16000.0,1.0404536205773297e-06,1.4459897573400683e-06,9.664682171287746e-07,True,True
96000,hann-g64,18000.0,8.365578684000887e-07,9.58442779426728e-07,7.459035402223185e-07,True,True
96000,hann-g64,20000.0,1.3259163855431397e-06,1.8031044963731478e-06,1.1812507449391917e-06,True,True
96000,kaiser-g64,1000.0,1.3411483381821926e-05,1.7067998039732274e-05,1.3012874381377797e-05,True,True
96000,kaiser-g64,2000.0,1.3603436534008745e-05,1.730212390751742e-05,1.3218089964394737e-05,True,True
96000,kaiser-g64,4000.0,1.3256703558054379e-05,1.6721916104283773e-05,1.2868696300253458e-05,True,True
96000,kaiser-g64,8000.0,1.413072268721506e-05,1.7444442407629487e-05,1.3748837062768917e-05,True,True
96000,kaiser-g64,12000.0,1.3210076732252529e-06,1.7089755550136578e-06,1.0221412295698315e-06,True,True
96000,kaiser-g64,16000.0,1.2828810320327487e-05,1.6258436287063788e-05,1.2388250731804958e-05,True,True
96000,kaiser-g64,18000.0,2.424608591873008e-06,2.897372228383811e-06,2.0567906191409576e-06,True,True
96000,kaiser-g64,20000.0,1.6292745806404697e-05,2.0804242323319945e-05,1.533312496592383e-05,True,True
