rate,reference_rate,conditioner,reference_conditioner,frequency_hz,magnitude_difference_db,phase_difference_rad,engineering_latency_removed,acceptance
48000,96000,fir129-p18000-s20000,fir129-p18000-s20000,20000.0,-31.7351912477471,1.0883454707372031e-13,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s23520,iir-p18000-s24000,1000.0,-3.0858478929705245e-14,0.5863270071818814,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s23520,iir-p18000-s24000,2000.0,-7.912306863073325e-12,1.1744767142854362,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s23520,iir-p18000-s24000,4000.0,-2.3292828507435247e-09,2.3637102763146522,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s23520,iir-p18000-s24000,8000.0,-1.0822286796775113e-06,-1.4316984846318361,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s23520,iir-p18000-s24000,12000.0,-8.765957548504229e-05,1.3423199461095714,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s23520,iir-p18000-s24000,16000.0,-0.006931377316999487,-1.5909212187127333,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s23520,iir-p18000-s24000,18000.0,5.785964799319721e-15,0.5566508132093492,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,iir-p18000-s23520,iir-p18000-s24000,20000.0,8.060676785693733,-2.9901287124706726,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s23520,fir17-p18000-s24000,1000.0,0.0007703943834794179,1.3043126425321962e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s23520,fir17-p18000-s24000,2000.0,0.0033403820432825323,-2.2636084578566295e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s23520,fir17-p18000-s24000,4000.0,0.011831293797904107,1.5718992920001656e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s23520,fir17-p18000-s24000,8000.0,-0.004110146081065682,-3.356379823381089e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s23520,fir17-p18000-s24000,12000.0,0.12820195775531695,2.7767574094481006e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s23520,fir17-p18000-s24000,16000.0,1.1779463183530694,7.445376997835614e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s23520,fir17-p18000-s24000,18000.0,1.5835828847147562,-3.0009002099034077e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir17-p18000-s23520,fir17-p18000-s24000,20000.0,0.6229424615202978,-1.0691099290554347e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s23520,fir33-p18000-s24000,1000.0,0.003803906852466198,4.647129234493633e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s23520,fir33-p18000-s24000,2000.0,0.0064908017524476285,-1.1689375428533546e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s23520,fir33-p18000-s24000,4000.0,0.005538821108413602,5.3379649913922135e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s23520,fir33-p18000-s24000,8000.0,0.00698915206508729,-3.861027048827546e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s23520,fir33-p18000-s24000,12000.0,0.005643409495833456,3.9948100214255155e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s23520,fir33-p18000-s24000,16000.0,0.049972969840787654,-4.3780147583636336e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s23520,fir33-p18000-s24000,18000.0,0.8127217683752515,-4.360130971210126e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir33-p18000-s23520,fir33-p18000-s24000,20000.0,0.9697333512657824,-5.539444592920665e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s23520,fir65-p18000-s24000,1000.0,-0.001199791393989432,-2.898734784569155e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s23520,fir65-p18000-s24000,2000.0,-0.0006994346370267829,8.436454424272285e-17,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s23520,fir65-p18000-s24000,4000.0,-0.0017672457122099774,8.799062949324108e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s23520,fir65-p18000-s24000,8000.0,0.0004667484731172522,-3.762930014319479e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s23520,fir65-p18000-s24000,12000.0,0.0005742757332188154,1.0360130273081434e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s23520,fir65-p18000-s24000,16000.0,-0.007689709128617488,-1.053296678252355e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s23520,fir65-p18000-s24000,18000.0,-0.004640542098770528,-1.4036469044382309e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir65-p18000-s23520,fir65-p18000-s24000,20000.0,1.057131302476442,-7.061660315592595e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s23520,fir129-p18000-s24000,1000.0,-0.0006008996144716566,4.877274533838301e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s23520,fir129-p18000-s24000,2000.0,-0.0008035193031534803,-2.0113423758227632e-16,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s23520,fir129-p18000-s24000,4000.0,-0.00042123817541375296,2.0219364982198357e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s23520,fir129-p18000-s24000,8000.0,-0.0014102663584394026,-1.2948887491040353e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s23520,fir129-p18000-s24000,12000.0,0.0007079594903482812,1.95087989465326e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s23520,fir129-p18000-s24000,16000.0,0.0013106541647282697,-2.253060807222349e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s23520,fir129-p18000-s24000,18000.0,0.0017319105723859129,-1.7180593450526727e-15,True,diagnostic; no cross-rate product/filter acceptance
48000,96000,fir129-p18000-s23520,fir129-p18000-s24000,20000.0,0.27601097707901895,-1.8454870038894697e-15,True,diagnostic; no cross-rate product/filter acceptance
