rate,delay_ms,mechanism,physical_range,magnitude_min_db,magnitude_max_db,ripple_db,valid_group_min_ms,valid_group_max_ms,reference_convergence
48000,1.0,M4,False,-300.0,6.020599913279624,306.0205999132796,0.4999999999998373,0.5000000000001755,2.491035873286588e-16
48000,1.0,D0-frozen-mechanism,False,-300.0,-13.979400086720375,286.0205999132796,0.4999999999997773,0.5000000000002227,2.491035873286588e-16
48000,2.0,M0,False,0.0,0.0,0.0,-0.0,-0.0,2.480655501110136e-16
48000,2.0,M1,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,1.9999999999999996,2.0000000000000004,2.480655501110136e-16
48000,2.0,M2,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,1.9999999999999996,2.0000000000000004,2.480655501110136e-16
48000,2.0,M3,False,-300.0,6.020599913279624,306.0205999132796,0.9999999999998899,1.0000000000001108,2.480655501110136e-16
48000,2.0,M4,False,-300.0,6.020599913279624,306.0205999132796,0.9999999999998881,1.0000000000001117,2.480655501110136e-16
48000,2.0,D0-frozen-mechanism,False,-300.0,-13.979400086720375,286.0205999132796,0.9999999999998916,1.0000000000001108,2.480655501110136e-16
48000,5.0,M0,False,0.0,0.0,0.0,-0.0,-0.0,2.481376170128157e-16
48000,5.0,M1,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,4.999999999999999,5.000000000000001,2.481376170128157e-16
48000,5.0,M2,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,4.999999999999998,5.000000000000001,2.481376170128157e-16
48000,5.0,M3,False,-300.0,6.020599913279624,306.0205999132796,2.4999999999999565,2.5000000000000453,2.481376170128157e-16
48000,5.0,M4,False,-300.0,6.020599913279624,306.0205999132796,2.4999999999999565,2.5000000000000453,2.481376170128157e-16
48000,5.0,D0-frozen-mechanism,False,-300.0,-13.979400086720375,286.0205999132796,2.499999999999956,2.500000000000043,2.481376170128157e-16
96000,0.0033692722371967652,M0,True,0.0,0.0,0.0,-0.0,-0.0,2.80626843679486e-07
96000,0.0033692722371967652,M1,True,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.003369272237196764,0.003369272237196766,2.80626843679486e-07
96000,0.0033692722371967652,M2,True,-1.9286549331065743e-15,0.33035474613519256,0.3303547461351945,0.0033692722371967652,0.0063093022570149876,2.80626843679486e-07
96000,0.0033692722371967652,M3,True,5.82449562480962,6.020599913279624,0.19610428847000438,0.0016846361185983822,0.0016846361185983828,2.80626843679486e-07
