rate,kernel,frequency_hz,magnitude_error_db,phase_error_rad,group_delay_error_ns,complex_error
96000,hann-g8,18000.0,0.010860526466002777,0.00036174239736481024,5.551115123125783e-11,0.0012495866034744594
96000,hann-g8,20000.0,0.00638851543376882,0.0001387393223551715,34.93279449845454,0.0007352355151364941
96000,kaiser-g8,1000.0,3.008206551577991e-05,2.574973599844623e-05,3.676807197354008,2.5980269071250166e-05
96000,kaiser-g8,2000.0,0.00011027019885036537,4.390188001071858e-05,1.9535900226038312,4.568201236632862e-05
96000,kaiser-g8,4000.0,0.0003079060286190319,3.9524133500943756e-05,2.60355291971844,5.2869290779062814e-05
96000,kaiser-g8,8000.0,0.00022900280887716825,4.962607015505955e-05,1.318762079723553,5.371238266479476e-05
96000,kaiser-g8,12000.0,0.00020731827264504796,2.2922214720330995e-05,4.579646029438204,2.702893716880603e-05
96000,kaiser-g8,16000.0,0.0003238494121940595,2.5062357853680507e-05,4.9749618662257395,4.492316980804325e-05
96000,kaiser-g8,18000.0,0.00045810199180039933,4.3784176340110855e-05,4.483875011914348,5.274090801591527e-05
96000,kaiser-g8,20000.0,0.0005004776550570909,6.136653929790335e-05,2.280471690763175,6.140137984375636e-05
96000,lagrange-g16,1000.0,3.857309866213149e-15,2.937526360724718e-16,7.401486830834377e-11,4.965068306494546e-16
96000,lagrange-g16,2000.0,4.821637332766436e-15,5.497227405468008e-16,7.401486830834377e-11,6.661338147750939e-16
96000,lagrange-g16,4000.0,5.785964799319721e-15,7.369200900689515e-16,1.1102230246251565e-10,7.550332863779066e-16
96000,lagrange-g16,8000.0,5.785964799319721e-15,1.2149730257974855e-15,7.401486830834377e-11,1.2008898127460164e-15
96000,lagrange-g16,12000.0,1.2536257065192741e-14,2.6621517391854496e-15,1.0732155904709848e-09,2.7755575615628914e-15
