rate,candidate,frequency_hz,in_source_band,magnitude_error_db,phase_error_rad,group_delay_error_ns
96000,lagrange15,1000.0,True,7.280672372477623e-13,3.938083742988956e-14,5.5882998695102465e-09
96000,lagrange15,2000.0,True,4.4069765221486337e-13,7.581685934834489e-14,4.366878359569545e-09
96000,lagrange15,4000.0,True,5.795608073987189e-12,2.935377664887037e-12,1.8127826442639744e-06
96000,lagrange15,8000.0,True,1.3686709113985408e-06,7.324357848917142e-08,0.033737067958179004
96000,lagrange15,9600.0,True,1.1316691164545745e-05,2.6875525099395343e-06,0.7771455861887847
96000,lagrange15,12000.0,True,0.00048057454200572063,7.392945118586028e-05,11.376062210630195
96000,lagrange15,16000.0,True,0.039883320518046356,0.005042530574755695,1030.891476878024
96000,lagrange15,18000.0,True,0.07352230449009267,0.036001107714442156,4293.805051528141
96000,lagrange15,19200.0,True,0.5178275694560531,0.07482276774683799,5993.53332972126
96000,lagrange15,28800.0,False,24.442254986291804,0.9918409123547072,73173.09620463544
96000,lagrange15,38400.0,False,46.89539530165264,3.1413710055314046,111094.13700044609
96000,lagrange15,43200.0,False,52.38517273263798,1.6198290263292239,71368.99262253715
96000,farrow7-fir32,1000.0,True,8.311548894882976e-07,9.917225293191236e-08,0.007927961184674842
96000,farrow7-fir32,2000.0,True,3.051525997628144e-07,4.041433935824849e-08,0.004565113774672512
96000,farrow7-fir32,4000.0,True,1.0936220218319447e-07,5.754959635094416e-08,0.020054516996836434
96000,farrow7-fir32,8000.0,True,4.2456201661249677e-07,4.64854315540409e-08,0.005156364201789579
96000,farrow7-fir32,9600.0,True,2.892394188893215e-07,1.1662737768251341e-07,0.015947134094141162
96000,farrow7-fir32,12000.0,True,4.538567603904964e-07,1.57696397140059e-08,0.020665302626131192
96000,farrow7-fir32,16000.0,True,3.683229791126034e-07,8.716132543836365e-08,0.03495525792646462
96000,farrow7-fir32,18000.0,True,1.3542293223372971e-06,7.985378372838231e-08,0.015676570016440954
96000,farrow7-fir32,19200.0,True,3.227147168682386e-07,1.4088923834905865e-07,0.03967800899521424
96000,farrow7-fir32,28800.0,False,14.539008992610105,2.234507412065547,854415.3665680134
96000,farrow7-fir32,38400.0,False,80.0933171098314,1.6137340800595918,154065.52836092745
96000,farrow7-fir32,43200.0,False,88.72088069581791,2.8314910636085036,151238.39719101592
96000,vfd-ls32,1000.0,True,8.287445204288281e-07,9.91726180467926e-08,0.007927782955390213
96000,vfd-ls32,2000.0,True,2.9553193312307253e-07,4.0415237357311843e-08,0.00456547011804529
96000,vfd-ls32,4000.0,True,3.9164383777928066e-07,5.754958506200826e-08,0.020054061255841363
96000,vfd-ls32,8000.0,True,1.5560786436710364e-06,4.648638271196127e-08,0.005156636055319934
